date,open,high,low,close,volume
2009-06-03,1.6583,1.6663,1.6243,1.6297,0
2009-06-04,1.6297,1.6434,1.6086,1.6141,0
2009-06-05,1.6135,1.6242,1.5942,1.5973,0
2009-06-08,1.5977,1.6104,1.5802,1.6042,0
2009-06-09,1.6043,1.6361,1.5986,1.6315,0
2009-06-10,1.6314,1.6473,1.6241,1.6345,0
2009-06-11,1.6341,1.6621,1.6340,1.6573,0
2009-06-12,1.6572,1.6599,1.6330,1.6448,0
2009-06-15,1.6442,1.6451,1.6243,1.6301,0
2009-06-16,1.6302,1.6507,1.6211,1.6395,0
2009-06-17,1.6393,1.6482,1.6221,1.6388,0
2009-06-18,1.6388,1.6469,1.6188,1.6341,0
2009-06-19,1.6340,1.6562,1.6304,1.6492,0
2009-06-22,1.6504,1.6516,1.6321,1.6344,0
2009-06-23,1.6340,1.6474,1.6209,1.6451,0
2009-06-24,1.6451,1.6603,1.6369,1.6410,0
2009-06-25,1.6411,1.6468,1.6233,1.6376,0
2009-06-26,1.6376,1.6560,1.6366,1.6516,0
2009-06-29,1.6520,1.6585,1.6429,1.6553,0
2009-06-30,1.6556,1.6744,1.6423,1.6460,0
2009-07-01,1.6461,1.6545,1.6384,1.6481,0
2009-07-02,1.6484,1.6501,1.6323,1.6335,0
2009-07-03,1.6339,1.6430,1.6303,1.6337,0
2009-07-06,1.6337,1.6345,1.6097,1.6270,0
2009-07-07,1.6271,1.6296,1.6118,1.6127,0
2009-07-08,1.6127,1.6138,1.5984,1.6049,0
2009-07-09,1.6054,1.6380,1.6028,1.6337,0
2009-07-10,1.6337,1.6343,1.6155,1.6213,0
2009-07-13,1.6198,1.6238,1.6033,1.6234,0
2009-07-14,1.6241,1.6344,1.6229,1.6322,0
2009-07-15,1.6322,1.6469,1.6303,1.6419,0
2009-07-16,1.6420,1.6479,1.6357,1.6442,0
2009-07-17,1.6438,1.6440,1.6265,1.6332,0
2009-07-20,1.6328,1.6558,1.6322,1.6547,0
2009-07-21,1.6546,1.6554,1.6384,1.6447,0
2009-07-22,1.6448,1.6505,1.6311,1.6458,0
2009-07-23,1.6456,1.6586,1.6433,1.6491,0
2009-07-24,1.6484,1.6542,1.6391,1.6426,0
2009-07-27,1.6428,1.6523,1.6383,1.6489,0
2009-07-28,1.6492,1.6556,1.6391,1.6421,0
2009-07-29,1.6425,1.6469,1.6347,1.6366,0
2009-07-30,1.6366,1.6525,1.6340,1.6492,0
2009-07-31,1.6491,1.6732,1.6474,1.6707,0
2009-08-03,1.6718,1.6987,1.6696,1.6932,0
2009-08-04,1.6935,1.7004,1.6889,1.6930,0
2009-08-05,1.6930,1.7043,1.6902,1.6991,0
2009-08-06,1.6990,1.7030,1.6752,1.6776,0
2009-08-07,1.6776,1.6835,1.6652,1.6681,0
2009-08-10,1.6680,1.6718,1.6431,1.6485,0
2009-08-11,1.6485,1.6525,1.6432,1.6473,0
2009-08-12,1.6477,1.6560,1.6391,1.6490,0
2009-08-13,1.6491,1.6667,1.6486,1.6567,0
2009-08-14,1.6567,1.6608,1.6485,1.6538,0
2009-08-17,1.6538,1.6541,1.6276,1.6337,0
2009-08-18,1.6332,1.6587,1.6326,1.6555,0
2009-08-19,1.6558,1.6593,1.6376,1.6537,0
2009-08-20,1.6537,1.6607,1.6452,1.6500,0
2009-08-21,1.6499,1.6624,1.6420,1.6494,0
2009-08-24,1.6505,1.6545,1.6392,1.6413,0
2009-08-25,1.6414,1.6445,1.6331,1.6342,0
2009-08-26,1.6341,1.6354,1.6159,1.6232,0
2009-08-27,1.6231,1.6304,1.6154,1.6269,0
2009-08-28,1.6269,1.6381,1.6257,1.6266,0
2009-08-31,1.6267,1.6330,1.6184,1.6282,0
2009-09-01,1.6284,1.6375,1.6114,1.6153,0
2009-09-02,1.6150,1.6300,1.6115,1.6264,0
2009-09-03,1.6264,1.6413,1.6238,1.6330,0
2009-09-04,1.6329,1.6411,1.6287,1.6387,0
2009-09-07,1.6391,1.6444,1.6326,1.6341,0
2009-09-08,1.6341,1.6586,1.6322,1.6497,0
2009-09-09,1.6501,1.6591,1.6455,1.6545,0
2009-09-10,1.6545,1.6686,1.6480,1.6653,0
2009-09-11,1.6654,1.6741,1.6643,1.6658,0
2009-09-14,1.6661,1.6695,1.6522,1.6577,0
2009-09-15,1.6578,1.6660,1.6404,1.6484,0
2009-09-16,1.6486,1.6533,1.6433,1.6482,0
2009-09-17,1.6478,1.6568,1.6426,1.6445,0
2009-09-18,1.6446,1.6453,1.6231,1.6270,0
2009-09-21,1.6270,1.6270,1.6135,1.6205,0
2009-09-22,1.6208,1.6395,1.6208,1.6353,0
2009-09-23,1.6352,1.6467,1.6330,1.6332,0
2009-09-24,1.6325,1.6386,1.6023,1.6059,0
2009-09-25,1.6058,1.6062,1.5916,1.5951,0
2009-09-28,1.5952,1.5987,1.5770,1.5880,0
2009-09-29,1.5878,1.5989,1.5825,1.5956,0
2009-09-30,1.5957,1.6126,1.5946,1.6004,0
2009-10-01,1.6004,1.6024,1.5925,1.5942,0
2009-10-02,1.5942,1.5955,1.5804,1.5941,0
2009-10-05,1.5938,1.6024,1.5903,1.5933,0
2009-10-06,1.5931,1.6048,1.5876,1.5910,0
2009-10-07,1.5911,1.5972,1.5859,1.5960,0
2009-10-08,1.5955,1.6120,1.5949,1.6065,0
2009-10-09,1.6067,1.6073,1.5826,1.5842,0
2009-10-12,1.5834,1.5883,1.5729,1.5799,0
2009-10-13,1.5800,1.5938,1.5707,1.5919,0
2009-10-14,1.5916,1.6025,1.5903,1.6001,0
2009-10-15,1.5999,1.6299,1.5994,1.6263,0
2009-10-16,1.6259,1.6398,1.6253,1.6354,0
2009-10-19,1.6354,1.6434,1.6241,1.6425,0
2009-10-20,1.6425,1.6489,1.6329,1.6385,0
2009-10-21,1.6384,1.6636,1.6347,1.6588,0
2009-10-22,1.6589,1.6637,1.6488,1.6615,0
2009-10-23,1.6616,1.6693,1.6300,1.6302,0
2009-10-26,1.6305,1.6395,1.6252,1.6313,0
2009-10-27,1.6312,1.6440,1.6286,1.6376,0
2009-10-28,1.6373,1.6466,1.6286,1.6381,0
2009-10-29,1.6382,1.6603,1.6339,1.6560,0
2009-10-30,1.6560,1.6578,1.6409,1.6445,0
2009-11-02,1.6440,1.6478,1.6329,1.6404,0
2009-11-03,1.6408,1.6455,1.6262,1.6436,0
2009-11-04,1.6431,1.6597,1.6402,1.6555,0
2009-11-05,1.6551,1.6636,1.6467,1.6577,0
2009-11-06,1.6579,1.6636,1.6519,1.6609,0
2009-11-09,1.6612,1.6843,1.6597,1.6758,0
2009-11-10,1.6756,1.6789,1.6601,1.6741,0
2009-11-11,1.6743,1.6799,1.6536,1.6575,0
2009-11-12,1.6571,1.6626,1.6516,1.6577,0
2009-11-13,1.6576,1.6707,1.6572,1.6681,0
2009-11-16,1.6686,1.6876,1.6669,1.6819,0
2009-11-17,1.6819,1.6872,1.6755,1.6811,0
2009-11-18,1.6809,1.6845,1.6715,1.6743,0
2009-11-19,1.6744,1.6754,1.6607,1.6666,0
2009-11-20,1.6664,1.6676,1.6460,1.6495,0
2009-11-23,1.6505,1.6648,1.6474,1.6605,0
2009-11-24,1.6604,1.6618,1.6497,1.6579,0
2009-11-25,1.6587,1.6746,1.6577,1.6704,0
2009-11-26,1.6702,1.6728,1.6468,1.6519,0
2009-11-27,1.6531,1.6531,1.6272,1.6485,0
2009-11-30,1.6500,1.6593,1.6380,1.6440,0
2009-12-01,1.6439,1.6647,1.6392,1.6609,0
2009-12-02,1.6601,1.6695,1.6550,1.6629,0
2009-12-03,1.6627,1.6722,1.6531,1.6537,0
2009-12-04,1.6537,1.6674,1.6422,1.6470,0
2009-12-07,1.6469,1.6516,1.6314,1.6441,0
2009-12-08,1.6445,1.6476,1.6256,1.6285,0
2009-12-09,1.6283,1.6376,1.6168,1.6259,0
2009-12-10,1.6260,1.6346,1.6215,1.6279,0
2009-12-11,1.6275,1.6339,1.6197,1.6257,0
2009-12-14,1.6256,1.6325,1.6191,1.6304,0
2009-12-15,1.6309,1.6319,1.6206,1.6265,0
2009-12-16,1.6265,1.6411,1.6231,1.6334,0
2009-12-17,1.6333,1.6342,1.6080,1.6151,0
2009-12-18,1.6151,1.6249,1.6052,1.6159,0
2009-12-21,1.6154,1.6164,1.6030,1.6045,0
2009-12-22,1.6037,1.6100,1.5922,1.5966,0
2009-12-23,1.5961,1.5994,1.5924,1.5950,0
2009-12-24,1.5954,1.6022,1.5929,1.5958,0
2009-12-25,1.5964,1.5990,1.5946,1.5963,0
2009-12-28,1.5962,1.6015,1.5933,1.5999,0
2009-12-29,1.5999,1.6068,1.5867,1.5892,0
2009-12-30,1.5900,1.6095,1.5833,1.6075,0
2009-12-31,1.6076,1.6236,1.6050,1.6160,0
2010-01-01,1.6176,1.6176,1.6164,1.6168,0
2010-01-04,1.6168,1.6241,1.6058,1.6090,0
2010-01-05,1.6081,1.6154,1.5966,1.5990,0
2010-01-06,1.5988,1.6064,1.5938,1.6014,0
2010-01-07,1.6012,1.6058,1.5897,1.5930,0
2010-01-08,1.5928,1.6110,1.5915,1.6023,0
2010-01-11,1.6022,1.6193,1.6021,1.6113,0
2010-01-12,1.6110,1.6194,1.6062,1.6161,0
2010-01-13,1.6158,1.6307,1.6136,1.6278,0
2010-01-14,1.6276,1.6346,1.6250,1.6333,0
2010-01-15,1.6332,1.6355,1.6210,1.6261,0
2010-01-18,1.6261,1.6378,1.6240,1.6336,0
2010-01-19,1.6339,1.6458,1.6312,1.6360,0
2010-01-20,1.6356,1.6371,1.6243,1.6285,0
2010-01-21,1.6289,1.6311,1.6126,1.6186,0
2010-01-22,1.6190,1.6283,1.6078,1.6109,0
2010-01-25,1.6110,1.6260,1.6089,1.6241,0
2010-01-26,1.6241,1.6268,1.6094,1.6140,0
2010-01-27,1.6142,1.6244,1.6107,1.6164,0
2010-01-28,1.6166,1.6276,1.6113,1.6134,0
2010-01-29,1.6134,1.6179,1.5979,1.5979,0
2010-02-01,1.5983,1.5998,1.5850,1.5956,0
2010-02-02,1.5956,1.5995,1.5904,1.5972,0
2010-02-03,1.5971,1.6069,1.5877,1.5885,0
2010-02-04,1.5889,1.5919,1.5731,1.5757,0
2010-02-05,1.5750,1.5775,1.5559,1.5638,0
2010-02-08,1.5651,1.5670,1.5535,1.5580,0
2010-02-09,1.5578,1.5747,1.5562,1.5716,0
2010-02-10,1.5717,1.5765,1.5572,1.5594,0
2010-02-11,1.5594,1.5717,1.5560,1.5702,0
2010-02-12,1.5702,1.5741,1.5581,1.5701,0
2010-02-15,1.5700,1.5720,1.5613,1.5657,0
2010-02-16,1.5658,1.5795,1.5628,1.5787,0
2010-02-17,1.5790,1.5821,1.5667,1.5670,0
2010-02-18,1.5668,1.5687,1.5496,1.5517,0
2010-02-19,1.5524,1.5542,1.5348,1.5472,0
2010-02-22,1.5470,1.5520,1.5431,1.5479,0
2010-02-23,1.5479,1.5575,1.5394,1.5421,0
2010-02-24,1.5424,1.5476,1.5387,1.5404,0
2010-02-25,1.5404,1.5421,1.5189,1.5262,0
2010-02-26,1.5261,1.5320,1.5152,1.5232,0
2010-03-01,1.5230,1.5247,1.4784,1.4988,0
2010-03-02,1.4987,1.4999,1.4855,1.4970,0
2010-03-03,1.4968,1.5131,1.4960,1.5095,0
2010-03-04,1.5096,1.5136,1.5006,1.5029,0
2010-03-05,1.5029,1.5166,1.4993,1.5133,0
2010-03-08,1.5138,1.5196,1.5031,1.5063,0
2010-03-09,1.5064,1.5069,1.4936,1.4994,0
2010-03-10,1.4995,1.5016,1.4873,1.4976,0
2010-03-11,1.4971,1.5066,1.4947,1.5061,0
2010-03-12,1.5058,1.5217,1.5027,1.5203,0
2010-03-15,1.5208,1.5212,1.5020,1.5050,0
2010-03-16,1.5049,1.5260,1.4977,1.5248,0
2010-03-17,1.5250,1.5381,1.5209,1.5314,0
2010-03-18,1.5316,1.5328,1.5217,1.5244,0
2010-03-19,1.5244,1.5256,1.4989,1.5013,0
2010-03-22,1.5016,1.5108,1.4932,1.5107,0
2010-03-23,1.5107,1.5113,1.4973,1.5034,0
2010-03-24,1.5033,1.5040,1.4856,1.4878,0
2010-03-25,1.4878,1.5005,1.4798,1.4818,0
2010-03-26,1.4818,1.4923,1.4806,1.4900,0
2010-03-29,1.4900,1.5019,1.4893,1.4977,0
2010-03-30,1.4977,1.5126,1.4974,1.5070,0
2010-03-31,1.5071,1.5203,1.5041,1.5177,0
2010-04-01,1.5175,1.5298,1.5168,1.5274,0
2010-04-02,1.5273,1.5282,1.5177,1.5199,0
2010-04-05,1.5269,1.5319,1.5219,1.5287,0
2010-04-06,1.5286,1.5306,1.5125,1.5262,0
2010-04-07,1.5263,1.5287,1.5134,1.5235,0
2010-04-08,1.5235,1.5280,1.5137,1.5279,0
2010-04-09,1.5278,1.5391,1.5259,1.5366,0
2010-04-12,1.5444,1.5485,1.5348,1.5357,0
2010-04-13,1.5359,1.5449,1.5332,1.5377,0
2010-04-14,1.5376,1.5490,1.5367,1.5465,0
2010-04-15,1.5467,1.5524,1.5383,1.5469,0
2010-04-16,1.5472,1.5481,1.5353,1.5360,0
2010-04-19,1.5284,1.5342,1.5189,1.5336,0
2010-04-20,1.5335,1.5433,1.5285,1.5379,0
2010-04-21,1.5380,1.5439,1.5328,1.5408,0
2010-04-22,1.5407,1.5473,1.5338,1.5387,0
2010-04-23,1.5385,1.5397,1.5292,1.5376,0
2010-04-26,1.5384,1.5497,1.5368,1.5454,0
2010-04-27,1.5453,1.5483,1.5221,1.5251,0
2010-04-28,1.5246,1.5288,1.5122,1.5202,0
2010-04-29,1.5202,1.5341,1.5138,1.5331,0
2010-04-30,1.5336,1.5390,1.5249,1.5272,0
2010-05-03,1.5310,1.5314,1.5208,1.5230,0
2010-05-04,1.5235,1.5264,1.5086,1.5134,0
2010-05-05,1.5134,1.5172,1.5064,1.5104,0
2010-05-06,1.5103,1.5148,1.4708,1.4767,0
2010-05-07,1.4776,1.4936,1.4473,1.4801,0
2010-05-10,1.4825,1.5053,1.4812,1.4854,0
2010-05-11,1.4855,1.5004,1.4718,1.4925,0
2010-05-12,1.4924,1.5045,1.4815,1.4825,0
2010-05-13,1.4828,1.4917,1.4568,1.4595,0
2010-05-14,1.4596,1.4640,1.4493,1.4530,0
2010-05-17,1.4522,1.4545,1.4249,1.4488,0
2010-05-18,1.4486,1.4521,1.4272,1.4282,0
2010-05-19,1.4283,1.4466,1.4234,1.4454,0
2010-05-20,1.4452,1.4459,1.4227,1.4349,0
2010-05-21,1.4353,1.4496,1.4314,1.4466,0
2010-05-24,1.4517,1.4528,1.4348,1.4404,0
2010-05-25,1.4405,1.4448,1.4256,1.4431,0
2010-05-26,1.4432,1.4442,1.4328,1.4373,0
2010-05-27,1.4374,1.4606,1.4368,1.4565,0
2010-05-28,1.4565,1.4611,1.4431,1.4463,0
2010-05-31,1.4433,1.4548,1.4423,1.4535,0
2010-06-01,1.4535,1.4722,1.4437,1.4641,0
2010-06-02,1.4641,1.4770,1.4550,1.4652,0
2010-06-03,1.4654,1.4742,1.4582,1.4618,0
2010-06-04,1.4617,1.4681,1.4450,1.4450,0
2010-06-07,1.4421,1.4562,1.4384,1.4468,0
2010-06-08,1.4467,1.4529,1.4343,1.4452,0
2010-06-09,1.4450,1.4607,1.4391,1.4537,0
2010-06-10,1.4537,1.4718,1.4505,1.4696,0
2010-06-11,1.4697,1.4759,1.4500,1.4550,0
2010-06-14,1.4555,1.4808,1.4546,1.4731,0
2010-06-15,1.4733,1.4836,1.4680,1.4802,0
2010-06-16,1.4801,1.4855,1.4702,1.4718,0
2010-06-17,1.4717,1.4838,1.4642,1.4812,0
2010-06-18,1.4814,1.4885,1.4767,1.4821,0
2010-06-21,1.4856,1.4936,1.4734,1.4754,0
2010-06-22,1.4758,1.4859,1.4685,1.4803,0
2010-06-23,1.4802,1.4973,1.4799,1.4956,0
2010-06-24,1.4955,1.5011,1.4911,1.4921,0
2010-06-25,1.4921,1.5077,1.4853,1.5061,0
2010-06-28,1.5050,1.5128,1.5014,1.5093,0
2010-06-29,1.5093,1.5119,1.5009,1.5058,0
2010-06-30,1.5058,1.5073,1.4929,1.4939,0
2010-07-01,1.4940,1.5189,1.4869,1.5165,0
2010-07-02,1.5165,1.5228,1.5147,1.5197,0
2010-07-05,1.5194,1.5199,1.5086,1.5132,0
2010-07-06,1.5133,1.5226,1.5078,1.5148,0
2010-07-07,1.5150,1.5218,1.5077,1.5177,0
2010-07-08,1.5179,1.5241,1.5097,1.5160,0
2010-07-09,1.5160,1.5204,1.5046,1.5063,0
2010-07-12,1.5062,1.5086,1.4944,1.5026,0
2010-07-13,1.5024,1.5193,1.4960,1.5181,0
2010-07-14,1.5177,1.5298,1.5168,1.5264,0
2010-07-15,1.5265,1.5471,1.5231,1.5446,0
2010-07-16,1.5444,1.5447,1.5274,1.5297,0
2010-07-19,1.5285,1.5350,1.5199,1.5231,0
2010-07-20,1.5230,1.5309,1.5149,1.5276,0
2010-07-21,1.5276,1.5335,1.5120,1.5163,0
2010-07-22,1.5167,1.5295,1.5146,1.5256,0
2010-07-23,1.5257,1.5449,1.5252,1.5417,0
2010-07-26,1.5413,1.5520,1.5405,1.5481,0
2010-07-27,1.5482,1.5599,1.5439,1.5594,0
2010-07-28,1.5592,1.5638,1.5543,1.5588,0
2010-07-29,1.5587,1.5662,1.5576,1.5611,0
2010-07-30,1.5610,1.5721,1.5547,1.5680,0
2010-08-02,1.5726,1.5907,1.5691,1.5888,0
2010-08-03,1.5884,1.5963,1.5858,1.5946,0
2010-08-04,1.5944,1.5963,1.5853,1.5884,0
2010-08-05,1.5886,1.5925,1.5816,1.5888,0
2010-08-06,1.5886,1.5997,1.5836,1.5940,0
2010-08-09,1.5983,1.5995,1.5886,1.5900,0
2010-08-10,1.5898,1.5908,1.5708,1.5846,0
2010-08-11,1.5850,1.5860,1.5611,1.5639,0
2010-08-12,1.5641,1.5713,1.5557,1.5575,0
2010-08-13,1.5609,1.5678,1.5567,1.5589,0
2010-08-16,1.5590,1.5702,1.5532,1.5651,0
2010-08-17,1.5654,1.5697,1.5549,1.5575,0
2010-08-18,1.5574,1.5688,1.5495,1.5595,0
2010-08-19,1.5595,1.5671,1.5506,1.5591,0
2010-08-20,1.5587,1.5594,1.5461,1.5530,0
2010-08-23,1.5536,1.5619,1.5488,1.5502,0
2010-08-24,1.5499,1.5509,1.5368,1.5404,0
2010-08-25,1.5404,1.5475,1.5385,1.5473,0
2010-08-26,1.5473,1.5597,1.5462,1.5521,0
2010-08-27,1.5522,1.5543,1.5440,1.5526,0
2010-08-30,1.5532,1.5576,1.5452,1.5461,0
2010-08-31,1.5460,1.5474,1.5323,1.5351,0
2010-09-01,1.5348,1.5491,1.5332,1.5451,0
2010-09-02,1.5450,1.5453,1.5346,1.5392,0
2010-09-03,1.5391,1.5468,1.5386,1.5449,0
2010-09-06,1.5444,1.5489,1.5342,1.5392,0
2010-09-07,1.5393,1.5424,1.5292,1.5353,0
2010-09-08,1.5352,1.5532,1.5339,1.5472,0
2010-09-09,1.5471,1.5477,1.5371,1.5430,0
2010-09-10,1.5430,1.5466,1.5335,1.5348,0
2010-09-13,1.5356,1.5488,1.5350,1.5424,0
2010-09-14,1.5423,1.5587,1.5344,1.5531,0
2010-09-15,1.5532,1.5652,1.5444,1.5630,0
2010-09-16,1.5630,1.5648,1.5535,1.5626,0
2010-09-17,1.5621,1.5728,1.5593,1.5629,0
2010-09-20,1.5653,1.5685,1.5533,1.5543,0
2010-09-21,1.5545,1.5642,1.5499,1.5603,0
2010-09-22,1.5605,1.5715,1.5598,1.5648,0
2010-09-23,1.5652,1.5741,1.5609,1.5681,0
2010-09-24,1.5681,1.5843,1.5637,1.5821,0
2010-09-27,1.5822,1.5866,1.5783,1.5807,0
2010-09-28,1.5808,1.5895,1.5718,1.5804,0
2010-09-29,1.5802,1.5874,1.5758,1.5790,0
2010-09-30,1.5792,1.5923,1.5668,1.5710,0
2010-10-01,1.5709,1.5872,1.5700,1.5818,0
2010-10-04,1.5805,1.5870,1.5747,1.5821,0
2010-10-05,1.5820,1.5930,1.5747,1.5890,0
2010-10-06,1.5888,1.5940,1.5828,1.5883,0
2010-10-07,1.5882,1.6018,1.5825,1.5873,0
2010-10-08,1.5868,1.5965,1.5819,1.5963,0
2010-10-11,1.5949,1.5963,1.5865,1.5885,0
2010-10-12,1.5884,1.5917,1.5752,1.5804,0
2010-10-13,1.5803,1.5909,1.5771,1.5891,0
2010-10-14,1.5890,1.6067,1.5885,1.6007,0
2010-10-15,1.6008,1.6106,1.5968,1.5990,0
2010-10-18,1.5981,1.6004,1.5833,1.5891,0
2010-10-19,1.5892,1.5941,1.5677,1.5705,0
2010-10-20,1.5704,1.5878,1.5647,1.5837,0
2010-10-21,1.5837,1.5848,1.5683,1.5710,0
2010-10-22,1.5711,1.5750,1.5650,1.5683,0
2010-10-25,1.5665,1.5772,1.5660,1.5726,0
2010-10-26,1.5727,1.5896,1.5688,1.5844,0
2010-10-27,1.5848,1.5866,1.5728,1.5778,0
2010-10-28,1.5778,1.5979,1.5758,1.5938,0
2010-10-29,1.5939,1.6045,1.5873,1.6037,0
2010-11-01,1.6047,1.6089,1.6002,1.6039,0
2010-11-02,1.6039,1.6080,1.5957,1.6035,0
2010-11-03,1.6035,1.6174,1.6002,1.6098,0
2010-11-04,1.6101,1.6299,1.6082,1.6269,0
2010-11-05,1.6271,1.6295,1.6162,1.6180,0
2010-11-08,1.6189,1.6213,1.6102,1.6139,0
2010-11-09,1.6135,1.6184,1.5949,1.5982,0
2010-11-10,1.5980,1.6136,1.5956,1.6118,0
2010-11-11,1.6117,1.6178,1.6079,1.6119,0
2010-11-12,1.6121,1.6183,1.5981,1.6116,0
2010-11-15,1.6148,1.6155,1.6037,1.6050,0
2010-11-16,1.6050,1.6086,1.5837,1.5886,0
2010-11-17,1.5883,1.5948,1.5850,1.5904,0
2010-11-18,1.5905,1.6056,1.5885,1.6039,0
2010-11-19,1.6037,1.6094,1.5934,1.5978,0
2010-11-22,1.5978,1.6084,1.5896,1.5955,0
2010-11-23,1.5952,1.5965,1.5756,1.5774,0
2010-11-24,1.5773,1.5838,1.5737,1.5767,0
2010-11-25,1.5770,1.5794,1.5721,1.5759,0
2010-11-26,1.5757,1.5771,1.5574,1.5587,0
2010-11-29,1.5593,1.5646,1.5523,1.5572,0
2010-11-30,1.5571,1.5595,1.5480,1.5563,0
2010-12-01,1.5578,1.5649,1.5544,1.5618,0
2010-12-02,1.5621,1.5667,1.5508,1.5595,0
2010-12-03,1.5599,1.5787,1.5578,1.5774,0
2010-12-06,1.5758,1.5775,1.5651,1.5713,0
2010-12-07,1.5714,1.5822,1.5700,1.5755,0
2010-12-08,1.5756,1.5836,1.5664,1.5802,0
2010-12-09,1.5801,1.5840,1.5707,1.5766,0
2010-12-10,1.5768,1.5862,1.5743,1.5801,0
2010-12-13,1.5797,1.5897,1.5715,1.5860,0
2010-12-14,1.5859,1.5912,1.5735,1.5775,0
2010-12-15,1.5772,1.5776,1.5528,1.5542,0
2010-12-16,1.5543,1.5637,1.5537,1.5631,0
2010-12-17,1.5631,1.5646,1.5450,1.5535,0
2010-12-20,1.5513,1.5577,1.5473,1.5510,0
2010-12-21,1.5510,1.5569,1.5433,1.5468,0
2010-12-22,1.5468,1.5493,1.5351,1.5384,0
2010-12-23,1.5384,1.5437,1.5369,1.5425,0
2010-12-24,1.5423,1.5475,1.5412,1.5441,0
2010-12-27,1.5441,1.5457,1.5366,1.5420,0
2010-12-28,1.5419,1.5511,1.5340,1.5366,0
2010-12-29,1.5363,1.5519,1.5348,1.5498,0
2010-12-30,1.5499,1.5536,1.5362,1.5424,0
2010-12-31,1.5422,1.5664,1.5420,1.5608,0
2011-01-03,1.5534,1.5609,1.5429,1.5487,0
2011-01-04,1.5486,1.5645,1.5450,1.5581,0
2011-01-05,1.5583,1.5627,1.5447,1.5512,0
2011-01-06,1.5514,1.5563,1.5446,1.5466,0
2011-01-07,1.5467,1.5578,1.5404,1.5544,0
2011-01-10,1.5520,1.5602,1.5471,1.5568,0
2011-01-11,1.5570,1.5639,1.5508,1.5597,0
2011-01-12,1.5597,1.5781,1.5580,1.5765,0
2011-01-13,1.5759,1.5883,1.5715,1.5835,0
2011-01-14,1.5835,1.5889,1.5809,1.5867,0
2011-01-17,1.5861,1.5955,1.5831,1.5887,0
2011-01-18,1.5885,1.6059,1.5873,1.5958,0
2011-01-19,1.5959,1.6038,1.5941,1.5993,0
2011-01-20,1.5969,1.6010,1.5836,1.5897,0
2011-01-21,1.5894,1.6017,1.5862,1.5998,0
2011-01-24,1.6002,1.6014,1.5916,1.5985,0
2011-01-25,1.5984,1.6017,1.5746,1.5816,0
2011-01-26,1.5814,1.5936,1.5766,1.5928,0
2011-01-27,1.5930,1.5991,1.5876,1.5926,0
2011-01-28,1.5923,1.5967,1.5822,1.5858,0
2011-01-31,1.5845,1.6048,1.5819,1.6011,0
2011-02-01,1.6015,1.6164,1.6005,1.6144,0
2011-02-02,1.6143,1.6230,1.6124,1.6187,0
2011-02-03,1.6188,1.6277,1.6118,1.6137,0
2011-02-04,1.6138,1.6172,1.6034,1.6108,0
2011-02-07,1.6095,1.6185,1.6087,1.6110,0
2011-02-08,1.6109,1.6163,1.6024,1.6066,0
2011-02-09,1.6065,1.6124,1.6029,1.6103,0
2011-02-10,1.6104,1.6137,1.6010,1.6097,0
2011-02-11,1.6097,1.6114,1.5958,1.6003,0
2011-02-14,1.5985,1.6077,1.5977,1.6036,0
2011-02-15,1.6035,1.6171,1.6005,1.6122,0
2011-02-16,1.6125,1.6185,1.5982,1.6093,0
2011-02-17,1.6095,1.6187,1.6071,1.6172,0
2011-02-18,1.6172,1.6263,1.6144,1.6251,0
2011-02-21,1.6254,1.6260,1.6200,1.6221,0
2011-02-22,1.6222,1.6229,1.6096,1.6136,0
2011-02-23,1.6136,1.6274,1.6128,1.6209,0
2011-02-24,1.6210,1.6254,1.6080,1.6135,0
2011-02-25,1.6136,1.6160,1.6026,1.6114,0
2011-02-28,1.6108,1.6276,1.6069,1.6255,0
2011-03-01,1.6291,1.6329,1.6248,1.6258,0
2011-03-02,1.6260,1.6343,1.6212,1.6325,0
2011-03-03,1.6322,1.6334,1.6249,1.6275,0
2011-03-04,1.6275,1.6305,1.6231,1.6267,0
2011-03-07,1.6273,1.6341,1.6179,1.6199,0
2011-03-08,1.6200,1.6208,1.6121,1.6160,0
2011-03-09,1.6159,1.6243,1.6136,1.6199,0
2011-03-10,1.6198,1.6213,1.6034,1.6059,0
2011-03-11,1.6058,1.6087,1.5973,1.6077,0
2011-03-14,1.6088,1.6199,1.6024,1.6170,0
2011-03-15,1.6171,1.6185,1.5974,1.6080,0
2011-03-16,1.6079,1.6131,1.5980,1.5988,0
2011-03-17,1.5987,1.6170,1.5979,1.6141,0
2011-03-18,1.6142,1.6255,1.6056,1.6230,0
2011-03-21,1.6218,1.6327,1.6201,1.6300,0
2011-03-22,1.6300,1.6400,1.6290,1.6371,0
2011-03-23,1.6372,1.6385,1.6214,1.6238,0
2011-03-24,1.6242,1.6267,1.6087,1.6118,0
2011-03-25,1.6116,1.6141,1.6004,1.6041,0
2011-03-28,1.6007,1.6037,1.5933,1.5991,0
2011-03-29,1.5989,1.6042,1.5939,1.6003,0
2011-03-30,1.6004,1.6083,1.5976,1.6076,0
2011-03-31,1.6076,1.6150,1.6012,1.6039,0
2011-04-01,1.6039,1.6132,1.5969,1.6110,0
2011-04-04,1.6101,1.6176,1.6101,1.6127,0
2011-04-05,1.6125,1.6299,1.6088,1.6297,0
2011-04-06,1.6298,1.6363,1.6254,1.6327,0
2011-04-07,1.6325,1.6347,1.6259,1.6318,0
